,overall
79083,4
79090,4
79100,1
79103,5
79105,3
79116,4
79121,5
79124,5
79128,3
79129,5
79130,2
79133,5
79135,5
79136,5
79137,5
79139,5
79140,5
79141,5
79143,5
79147,5
79148,4
79149,5
79153,5
79154,5
79156,1
79157,5
79160,2
79162,5
79163,5
79164,5
79165,5
79166,5
79168,5
79169,4
79170,5
79171,4
79174,1
79175,1
79177,5
79178,5
79179,5
79180,1
79181,3
79183,5
79184,5
79185,3
79187,5
79188,5
79189,5
79190,5
79191,5
79192,2
79194,2
79195,1
79196,5
79197,1
79198,5
79199,5
79201,4
79202,5
79203,5
79206,3
79208,2
79210,4
79211,4
79212,5
79213,5
79215,5
79216,5
79217,5
79219,4
79221,5
79222,2
79224,2
79226,5
79227,4
79230,5
79231,5
79232,4
79234,5
79237,5
79243,5
79248,5
79251,5
79252,5
79253,5
79255,4
79257,5
79260,5
79261,5
79267,5
79268,5
79271,5
79272,5
79273,5
79275,5
79276,4
79277,5
79278,5
79279,5
79280,5
79281,5
79283,1
79285,4
79286,5
79288,5
79291,5
79302,4
79309,5
79310,3
79311,5
79312,5
79313,1
79314,5
79315,5
79316,5
79322,5
79323,4
79325,5
79330,5
79331,5
79332,5
79333,5
79334,5
79335,5
79336,5
79338,5
79339,5
79343,5
79344,5
79346,5
79363,5
79366,5
79404,1
79409,5
79420,5
79421,5
79424,1
79433,3
79440,4
79441,5
79450,5
79451,4
79454,4
79465,4
79490,5
79509,5
79519,5
79526,5
79528,5
79531,5
79540,5
79549,5
79550,4
79551,5
79555,1
79563,4
79573,5
79582,5
79597,5
79606,1
79607,5
79626,5
79629,3
79632,5
79656,3
79663,5
79674,1
79675,5
79687,5
79688,1
79695,4
79700,3
79706,2
79708,4
79712,3
79714,5
79715,3
79716,4
79729,5
79751,2
79754,5
79769,3
79770,3
79810,5
79812,5
79831,4
79836,4
79856,5
79858,4
79865,4
79874,4
79875,5
79879,3
79885,5
79887,3
79889,5
79895,5
79900,5
79904,5
79908,4
79910,4
79913,5
79914,4
79916,3
79918,5
79920,3
79921,5
79922,5
79923,4
79924,5
79925,4
79929,5
79931,5
79932,1
79938,5
79939,3
79943,4
79944,5
79945,5
79951,5
79952,5
79954,5
79955,5
79959,3
79960,5
79962,2
79971,5
79973,5
79974,5
79977,2
79978,5
79979,5
79980,5
79981,3
79983,1
79993,5
79994,5
79995,5
79998,5
80000,2
80001,5
80009,5
80013,4
80015,4
80017,2
80022,3
80023,3
80024,3
80026,1
80033,5
80035,5
80038,3
80044,3
80045,3
80049,3
80051,5
80052,5
80053,4
80056,2
80062,3
80075,5
80077,5
80078,5
80079,5
80080,3
80081,5
80082,4
80083,3
80089,3
80090,5
80091,5
80093,3
80094,5
80095,1
80096,4
80097,5
80098,5
80099,5
80100,5
80101,5
80103,3
80104,5
80106,5
80107,5
80110,5
80111,5
80112,5
80113,5
80114,4
80118,5
80119,4
80120,4
80121,4
80122,3
80123,5
80125,4
80126,5
80127,2
80137,5
80140,5
80141,3
80142,3
80143,4
80145,5
80147,2
80148,5
80149,5
80150,5
80151,4
80156,4
80158,5
80162,3
80195,1
80197,3
80198,4
80199,4
80200,1
80201,4
80202,3
80204,4
80205,3
80210,1
80219,2
80220,2
80224,1
80227,4
80228,5
80231,1
80238,3
80240,5
80242,5
80244,1
80245,4
80248,5
80251,5
80253,5
80254,2
80260,3
80261,5
80262,4
80263,4
80266,4
80269,5
80271,5
80272,3
80276,5
80277,3
80281,3
80283,2
80284,1
80287,4
80290,3
80291,5
80292,2
80293,2
80294,4
80295,4
80298,4
80300,3
80301,3
80302,1
80303,1
80304,5
80306,5
80310,5
80311,5
80314,4
80316,2
80317,5
80319,5
80320,2
80321,4
80322,2
80323,5
80327,5
80330,5
80332,5
80334,5
80336,1
80341,5
80346,5
80347,5
80348,5
80349,5
80350,5
80352,4
80354,5
80357,5
80364,5
80365,5
80366,5
80369,5
80370,5
80372,5
80374,5
80375,5
80378,5
80379,5
80380,2
80381,5
80382,5
80384,1
80386,5
80387,5
80388,5
80389,5
80391,5
80394,5
80395,5
80396,4
80398,4
80399,5
80400,5
80403,4
80404,4
80405,4
80407,5
80408,4
80410,5
80411,5
80413,5
80414,5
80415,5
80416,5
80417,5
80418,4
80422,5
80423,5
80425,3
80426,4
80427,5
80428,5
80429,5
80430,3
80435,5
80436,5
80437,4
80440,5
80441,4
80443,5
80444,5
80446,5
80448,1
80453,4
80455,5
80458,5
80464,5
80465,5
80466,5
80469,5
80470,5
80472,5
80474,5
80475,5
80478,5
80479,5
80484,2
80485,5
80488,3
80489,4
80490,5
80492,5
80493,4
80496,5
80498,5
80503,5
80506,5
80509,5
80510,5
80511,1
80512,4
80513,5
80515,5
80517,5
80518,4
80519,5
80521,3
80522,5
80525,2
80527,4
80529,5
80531,4
80533,3
80534,5
80535,5
80537,5
80538,5
80540,4
80542,5
80546,5
80547,5
80550,5
80553,5
80556,5
80567,5
80568,4
80569,3
80570,2
80571,5
80575,3
80580,5
80581,4
80582,5
80583,4
80586,4
80587,5
80589,4
80590,5
80594,4
80596,3
80597,4
80602,4
80606,4
80607,5
80608,4
80609,5
80610,5
80611,5
80612,5
80614,5
80616,5
80617,5
80618,5
80620,5
80621,5
80622,5
80623,5
80624,5
80625,4
80626,5
80628,5
80629,5
80630,4
80632,5
80633,5
80634,5
80635,4
80636,4
80638,5
80641,5
80642,2
80645,5
80646,4
80649,4
80653,5
80654,5
80655,5
80657,5
80658,3
80661,5
80662,2
80664,5
80666,4
80673,5
80674,5
80676,5
80678,4
80679,5
80680,5
80682,5
80683,4
80684,4
80685,5
80688,3
80689,5
80690,2
80691,4
80692,5
80693,5
80695,5
80696,4
80698,4
80699,5
80701,5
80702,5
80703,4
80704,5
80705,5
80707,5
80708,2
80709,5
80710,4
80711,2
80712,5
80717,5
80720,5
80721,4
80723,2
80724,5
80725,5
80727,3
80729,4
80730,5
80731,5
80732,5
80734,4
80735,5
80736,3
80737,5
80738,4
80739,5
80740,1
80741,5
80742,4
80744,5
80747,5
80748,3
80749,4
80751,5
80752,5
80753,5
80754,5
80758,5
80760,5
80762,5
80764,4
80765,4
80766,5
80767,5
80769,5
80771,5
80772,5
80775,5
80776,5
80777,4
80780,5
80783,3
80786,5
80787,5
80788,5
80789,5
80794,4
80795,1
80798,5
80800,5
80801,4
80802,4
80804,1
80807,4
80809,4
80810,4
80812,3
80813,5
80814,1
80815,3
80816,4
80817,5
80819,1
80820,4
80822,5
80824,4
80826,3
80827,5
80829,4
80837,3
80839,3
80843,5
80845,4
80846,3
80849,5
80851,4
80852,5
80854,2
80855,5
80858,5
80862,2
80867,3
80871,4
80875,5
80876,3
80879,5
80880,5
80883,5
80884,5
80885,5
80887,4
80888,4
80889,3
80892,4
80893,5
80894,5
80895,4
80896,4
80897,5
80898,5
80899,5
80900,5
80901,5
80902,5
80903,4
80905,4
80907,5
80908,5
80910,5
80911,5
80912,5
80913,5
80914,5
80918,4
80925,5
80930,4
80936,5
80938,5
80939,4
80941,5
80942,5
80946,4
80947,5
80950,5
80952,5
80953,5
80954,4
80955,5
80957,5
80958,5
80959,4
80960,3
80961,5
80962,5
80964,5
80965,3
80966,5
80970,5
80971,5
80972,3
80973,5
80974,1
80975,2
80976,4
80977,5
80979,4
80982,5
80983,5
80986,5
80988,5
80990,4
80991,4
80993,5
80994,5
80995,1
80996,4
80997,1
81000,4
81004,4
81005,2
81007,5
81012,5
81020,1
81023,5
81031,5
81036,4
81038,5
81040,5
81043,4
81044,5
81046,4
81047,5
81048,5
81049,2
81050,1
81052,3
81054,5
81055,3
81056,5
81057,5
81058,5
81060,4
81063,5
81066,5
81067,4
81074,5
81078,4
81080,5
81084,5
81087,2
81089,5
81090,5
81091,5
81094,5
81095,4
81096,5
81097,5
81102,4
81103,4
81104,1
81109,5
81111,5
81112,5
81114,5
81115,4
81123,5
81138,5
81149,5
81178,3
81189,2
81191,4
81192,5
81194,3
81196,5
81199,4
81207,5
81209,5
81211,5
81213,5
81215,5
81217,5
81219,5
81220,3
81222,3
81223,4
81226,5
81227,5
81229,5
81231,5
81232,5
81233,5
81235,4
81236,5
81247,5
81262,5
81269,5
81274,5
81282,5
81285,5
81298,5
81303,5
81309,5
81319,5
81323,5
81324,5
81326,5
81335,4
81336,5
81337,5
81341,5
81342,5
81368,5
81370,5
81371,5
81372,5
81373,5
81375,3
81376,5
81377,4
81380,5
81381,5
81382,4
81383,4
81384,4
81388,5
81390,4
81392,5
81394,5
81396,5
81398,5
81399,4
81400,5
81401,5
81402,5
81403,5
81404,4
81420,5
81422,4
81426,5
81428,5
81430,5
81436,4
81438,4
81440,5
81441,4
81443,2
81446,4
81448,5
81450,5
81451,5
81452,5
81454,5
81456,3
81462,3
81464,5
81467,3
81469,5
81471,5
81472,5
81475,5
81477,4
81481,2
81485,5
81486,4
81491,2
81509,4
81512,5
81515,5
81516,5
81517,5
81519,5
81523,1
81524,4
81526,4
81527,4
81528,5
81529,4
81530,5
81531,4
81532,5
81535,5
81543,4
81545,4
81549,5
81553,5
81554,5
81555,5
81557,5
81559,5
81560,5
81563,5
81564,5
81566,5
81567,5
81568,5
81569,5
81572,5
81573,5
81574,5
81575,5
81576,4
81577,5
81579,5
81580,5
81581,5
81582,4
81584,5
81585,5
81586,4
81589,5
81592,5
81594,4
81595,4
81599,5
81601,4
81608,2
81610,4
81626,3
81645,4
81648,5
81650,3
81655,3
81658,2
81659,1
81663,5
81664,3
81665,3
81671,5
81674,3
81679,5
81680,5
81682,5
81683,5
81684,5
81689,4
81691,1
81692,1
81702,5
81709,5
81711,4
81713,4
81714,2
81715,5
81725,4
81731,5
81732,4
81733,5
81734,5
81735,5
81736,2
81737,5
81738,3
81740,3
81742,5
81743,4
81745,4
81746,5
81751,4
81752,5
81753,1
81754,3
81755,5
81756,5
81757,5
81759,2
81761,5
81762,5
81763,5
81765,5
81766,4
81769,4
81770,5
81772,3
81785,5
81786,5
81787,5
81791,5
81794,5
81796,3
81797,2
81798,2
81801,5
81805,5
81808,5
81809,5
81812,5
81813,4
81815,4
81816,5
81817,4
81818,4
81819,5
81820,3
81823,5
81827,4
81829,5
81830,5
81831,5
81832,5
81833,5
81835,4
81836,5
81840,5
81843,5
81845,3
81846,5
81847,4
81848,5
81861,3
81862,4
81863,5
81865,5
81867,5
81869,3
81870,5
81871,5
81874,5
81878,5
81879,5
81880,4
81881,5
81882,5
81883,1
81884,5
81885,5
81886,2
81888,4
81889,5
81893,4
81894,5
81895,5
81900,5
81901,4
81902,5
81903,5
81905,5
81906,5
81910,5
81911,5
81914,5
81915,4
81917,5
81918,5
81919,5
81920,5
81921,5
81922,5
81923,5
81924,5
81925,5
81926,3
81927,3
81928,5
81929,5
81935,4
81936,4
81937,5
81938,5
81939,5
81941,5
81942,5
81943,4
81944,5
81945,5
81948,3
81949,4
81950,5
81951,4
81952,5
81953,5
81954,5
81955,5
81956,5
81958,5
81963,5
81965,5
81966,5
81970,4
81974,5
81975,5
81976,5
81977,5
81980,5
81983,5
81984,4
81985,5
81986,5
81989,3
81991,5
81992,5
81993,5
81994,5
81996,5
81998,5
81999,5
82000,5
82001,3
82002,5
82004,5
82005,5
82007,5
82008,5
82009,1
82010,4
82011,5
82015,5
82018,5
82019,5
82022,5
82023,4
82026,5
82027,5
82028,5
82029,5
82030,3
82031,5
82032,5
82033,5
82034,5
82035,5
82036,5
82037,5
82038,4
82039,2
82042,4
82045,5
82046,3
82047,4
82054,5
82055,3
82056,5
82060,5
82062,5
82064,1
82068,1
82069,3
82071,3
82075,5
82077,4
82078,5
82079,3
82082,5
82086,5
82089,4
82090,5
82091,5
82092,5
82094,4
82096,5
82097,5
82104,5
82110,5
82112,5
82113,5
82116,4
82117,5
82119,5
82120,5
82121,5
82122,4
82123,5
82125,5
82126,5
82129,5
82134,5
82138,5
82141,5
82145,5
82150,5
82153,5
82157,5
82158,3
82159,5
82160,5
82161,4
82162,5
82163,5
82164,4
82165,5
82166,5
82167,5
82170,5
82171,4
82172,4
82173,5
82174,5
82175,5
82176,5
82177,5
82178,5
82179,1
82181,5
82182,5
82183,4
82184,4
82185,5
82186,5
82187,5
82188,5
82190,4
82191,4
82192,5
82193,5
82194,5
82195,5
82196,3
82197,5
82199,5
82200,5
82201,5
82202,5
82204,3
82205,3
82206,4
82207,5
82209,3
82211,4
82212,4
82213,5
82214,5
82215,5
82216,3
82217,5
82218,3
82219,5
82224,5
82225,5
82232,5
82238,5
82240,3
82245,5
82248,3
82254,1
82256,5
82257,5
82260,5
82261,5
82264,5
82267,5
82269,1
82270,5
82275,5
82277,5
82279,5
82280,5
82281,4
82282,5
82283,5
82284,5
82289,5
82290,5
82291,4
82292,4
82293,4
82294,5
82296,5
82297,5
82299,5
82300,2
82301,4
82302,5
82303,3
82304,5
82305,5
82306,5
82307,5
82310,3
82311,5
82312,1
82313,4
82314,3
82315,4
82316,5
82317,3
82318,5
82319,5
82320,4
82321,5
82323,5
82324,5
82326,5
82332,5
82333,5
82334,5
82335,5
82337,5
82338,5
82339,5
82340,5
82343,5
82344,5
82348,4
82351,4
82352,5
82353,5
82354,5
82356,2
82357,5
82358,4
82364,4
82368,3
82371,5
82372,3
82374,5
82382,4
82383,5
82384,5
82386,4
82390,5
82391,4
82392,4
82393,5
82394,5
82395,5
82400,1
82402,2
82404,4
82406,5
82407,3
82411,5
82412,5
82414,5
82415,5
82416,5
82418,3
82423,1
82424,5
82427,2
82429,5
82430,5
82431,5
82432,5
82433,5
82434,5
82436,5
82437,3
82439,5
82442,5
82443,5
82445,5
82449,5
82452,4
82454,5
82455,1
82456,5
82459,5
82468,5
82469,5
82470,5
82471,5
82472,5
82473,4
82474,5
82476,5
82478,5
82481,5
82485,4
82492,3
82493,2
82496,5
82511,4
82522,3
82525,5
82526,5
82527,5
82529,3
82536,5
82543,5
82551,1
82555,5
82556,4
82558,3
82559,5
82560,5
82562,3
82563,4
82564,2
82565,3
82566,3
82567,4
82568,5
82569,4
82570,5
82571,4
82572,2
82573,4
82574,1
82577,5
82579,4
82581,5
82582,5
82583,5
82585,5
82591,5
82593,4
82595,5
82597,5
82598,3
82599,4
82600,3
82601,4
82602,4
82603,5
82604,2
82605,1
82606,5
82607,5
82608,5
82609,5
82611,5
82613,5
82614,5
82615,3
82617,5
82618,1
82621,5
82623,5
82624,5
82626,5
82630,5
82632,5
82633,5
82634,5
82635,4
82636,5
82637,5
82642,5
82643,4
82644,5
82646,5
82647,5
82649,5
82651,3
82652,4
82654,2
82655,4
82656,2
82657,4
82659,5
82660,4
82662,5
82663,1
82664,2
82665,5
82666,5
82672,5
82674,5
82677,5
82679,5
82680,5
82681,5
82682,5
82683,3
82684,5
82685,2
82686,3
82687,5
82688,3
82689,5
82693,4
82694,5
82697,4
82701,3
82703,3
82706,3
82707,1
82708,1
82709,5
82710,3
82711,1
82715,2
82717,4
82718,5
82724,5
82726,5
82728,5
82731,3
82735,5
82739,5
82745,5
82748,5
82752,4
82755,5
82762,5
82763,4
82764,5
82766,4
82769,4
82771,5
82772,5
82775,5
82778,3
82779,5
82780,5
82782,5
82783,3
82784,4
82785,1
82786,4
82790,3
82791,1
82792,3
82793,4
82798,4
82801,4
82802,5
82804,4
82805,5
82806,5
82807,2
82808,5
82809,5
82810,5
82815,5
82821,5
82824,3
82825,5
82828,5
82829,5
82830,4
82832,4
82837,5
82845,5
82848,2
82855,5
82856,5
82857,1
82869,4
82872,5
82873,2
82874,5
82875,5
82876,5
82878,5
82885,5
82888,4
82889,5
82890,5
82894,4
82895,4
82897,5
82899,5
82900,5
82901,5
82902,5
82904,5
82906,4
82911,5
82918,5
82919,1
82920,4
82923,5
82924,2
82927,5
82929,3
82933,4
82934,5
82936,4
82937,5
82938,1
82940,4
82942,5
82944,4
82948,5
82952,5
82956,4
82960,1
82962,5
82964,5
82965,5
82966,4
82967,2
82968,4
82970,3
82971,5
82972,5
82974,5
82975,5
82976,5
82979,5
82982,4
82983,4
82984,5
82985,1
82986,5
82987,5
82988,5
82989,5
82993,5
82994,5
82995,1
82997,4
83004,1
83005,4
83006,5
83007,5
83008,4
83009,1
83010,5
83011,2
83014,5
83015,5
83017,5
83018,5
83019,5
83020,4
83021,3
83022,4
83023,5
83024,5
83026,5
83029,5
83030,5
83031,3
83032,4
83036,4
83037,5
83038,5
83041,5
83042,5
83043,3
83045,5
83047,5
83052,1
83053,3
83054,4
83055,3
83056,5
83057,3
83058,4
83062,1
83063,5
83064,5
83065,5
83066,5
83067,5
83068,5
83069,4
83070,5
83071,4
83072,5
83081,4
83082,5
83086,5
83087,4
83088,3
83089,5
83090,5
83091,5
83093,5
83096,5
83097,5
83100,5
83103,5
83104,5
83106,1
83107,4
83108,5
83109,4
83110,4
83111,5
83112,5
83113,5
83114,1
83115,5
83116,4
83117,4
83118,4
83119,5
83121,4
83122,5
83123,5
83124,5
83125,5
83126,5
83127,5
83128,5
83129,5
83130,5
83131,5
83133,5
83136,5
83138,3
83140,4
83141,5
83142,5
83143,5
83144,5
83145,5
83146,5
83150,5
83151,4
83153,3
83155,5
83156,5
83157,5
83158,5
83160,5
83161,2
83162,4
83163,5
83164,4
83169,5
83170,4
83171,1
83172,3
83173,5
83174,5
83175,5
83176,5
83177,5
83178,5
83179,3
83181,5
83182,4
83183,5
83184,4
83185,5
83186,1
83187,4
83188,5
83189,1
83190,5
83191,1
83193,5
83194,2
83195,4
83196,5
83197,5
83198,5
83200,5
83201,5
83202,5
83204,3
83209,5
83210,3
83211,5
83212,2
83213,5
83218,3
83219,4
83221,2
83223,5
83225,5
83226,5
83227,3
83228,3
83229,5
83232,5
83235,4
83238,5
83239,4
83240,5
83241,5
83242,2
83243,1
83246,4
83248,5
83249,2
83250,5
83251,4
83252,5
83254,2
83255,5
83256,2
83257,5
83262,5
83263,2
83264,4
83265,5
83266,4
83268,5
83269,4
83270,5
83271,5
83272,1
83273,2
83274,5
83275,5
83276,5
83277,5
83278,5
83280,5
83282,5
83283,3
83284,5
83285,5
83287,5
83288,5
83289,3
83290,5
83291,5
83292,5
83293,5
83294,5
83301,4
83303,5
83304,5
83307,5
83308,5
83310,5
83311,5
83312,4
83315,5
83316,5
83317,5
83318,5
83319,4
83320,2
83321,5
83322,3
83323,4
83324,5
83325,5
83328,5
83329,4
83330,5
83331,5
83332,5
83333,3
83334,4
83336,5
83338,1
83339,2
83341,2
83343,5
83344,5
83345,5
83347,5
83348,4
83349,5
83350,4
83351,5
83352,3
83356,4
83357,3
83358,5
83359,5
83360,3
83361,4
83362,4
83363,5
83364,5
83365,3
83366,5
83367,5
83368,5
83370,1
83371,4
83372,4
83374,5
83375,5
83376,1
83377,5
83378,5
83381,5
83382,5
83383,2
83384,5
83385,5
83387,4
83388,5
83389,5
83393,5
83396,3
83397,5
83398,2
83402,5
83404,5
83405,5
83406,5
83407,5
83408,5
83410,5
83411,1
83412,5
83417,5
83418,2
83419,5
83422,5
83423,5
83425,5
83427,5
83429,1
83430,2
83431,5
83432,4
83433,4
83434,5
83435,3
83437,5
83438,5
83439,5
83442,5
83443,4
83446,4
83447,5
83449,5
83453,4
83455,5
83456,5
83457,2
83459,4
83462,5
83463,5
83464,4
83465,5
83466,5
83467,5
83468,4
83469,5
83470,4
83472,5
83473,5
83474,5
83476,4
83477,5
83478,4
83479,3
83480,2
83482,5
83483,5
83484,4
83487,5
83488,4
83489,5
83490,1
83491,5
83492,5
83493,5
83494,5
83495,1
83496,3
83498,5
83500,5
83505,5
83506,5
83507,2
83509,5
83512,5
83514,5
83516,4
83517,5
83518,5
83519,5
83520,5
83521,5
83525,5
83528,3
83529,5
83530,2
83531,5
83535,4
83536,5
83537,4
83539,3
83540,4
83546,4
83547,5
83548,5
83550,5
83552,1
83553,5
83554,4
83556,4
83558,5
83560,5
83561,5
83563,5
83564,5
83566,5
83568,5
83570,4
83571,4
83573,2
83574,5
83582,5
83584,5
83585,5
83588,5
83591,5
83593,5
83596,5
83601,5
83606,2
83614,5
83616,4
83617,5
83626,5
83631,5
83633,5
83634,5
83635,5
83636,5
83649,5
83655,3
83656,5
83669,5
83670,5
83671,5
83672,5
83673,5
83677,5
83678,5
83679,5
83681,5
83682,5
83685,5
83687,4
83688,5
83689,5
83692,5
83693,5
83694,5
83695,5
83696,5
83697,4
83698,4
83699,4
83703,5
83708,3
83711,5
83716,4
83717,5
83725,5
83726,5
83730,5
83731,5
83737,4
83741,1
83742,3
83744,5
83745,4
83746,3
83747,5
83748,5
83749,3
83750,3
83751,5
83752,5
83757,5
83763,5
83765,3
83766,4
83767,5
83770,5
83772,5
83773,4
83776,4
83777,4
83778,5
83780,2
83784,5
83786,4
83787,1
83797,5
83800,4
83805,3
83806,3
83807,5
83808,4
83809,5
83812,5
83814,4
83816,4
83817,5
83818,4
83819,2
83820,4
83821,5
83823,5
83824,5
83826,5
83828,5
83830,3
83834,5
83837,4
83839,1
83844,5
83845,5
83846,4
83848,5
83849,3
83850,3
83851,3
83852,5
83854,5
83857,5
83858,4
83859,1
83862,4
83863,4
83864,5
83865,3
83866,5
83867,5
83868,5
83869,5
83874,2
83876,1
83881,5
83885,5
83888,5
83889,5
83891,5
83892,5
83893,4
83894,4
83895,5
83897,5
83898,4
83900,5
83901,5
83905,5
83909,5
83910,2
83912,5
83914,5
83916,5
83917,5
83918,5
83920,4
83921,5
83922,5
83923,5
83925,4
83934,3
83935,4
83936,5
83938,4
83939,5
83942,4
83944,5
83946,5
83947,4
83948,5
83949,4
83950,5
83952,1
83954,5
83956,5
83959,5
83960,5
83961,5
83962,5
83963,5
83964,5
83967,5
83969,5
83972,5
83975,5
83976,5
83978,5
83982,5
83983,5
83984,5
83985,1
83989,1
83997,5
83998,5
83999,5
84005,1
84006,5
84011,3
84014,5
84015,5
84022,1
84024,5
84025,5
84027,4
84032,4
84038,5
84039,3
84040,5
84042,3
84043,5
84045,1
84046,4
84048,5
84049,3
84053,5
84054,4
84055,5
84057,5
84058,4
84059,4
84060,1
84061,4
84062,5
84067,1
84069,1
84070,1
84071,5
84072,1
84073,5
84074,5
84075,3
84077,5
84078,4
84079,4
84080,3
84081,4
84082,4
84084,5
84085,4
84086,5
84087,3
84089,5
84090,4
84091,4
84092,4
84093,5
84095,5
84096,5
84097,2
84098,4
84099,1
84100,5
84101,5
84102,5
84103,3
84104,3
84105,5
84106,5
84107,5
84113,4
84114,5
84115,1
84116,5
84117,3
84118,5
84119,1
84121,1
84122,2
84123,5
84124,4
84125,1
84126,4
84127,1
84128,5
84129,4
84130,5
84131,5
84132,3
84133,3
84134,5
84135,5
84136,5
84137,5
84138,5
84139,2
84141,1
84142,5
84143,4
84144,5
84147,5
84151,1
84153,3
84159,5
84160,5
84170,4
84171,5
84178,5
84184,4
84187,5
84196,5
84198,5
84199,4
84202,1
84209,5
84210,5
84213,3
84217,4
84220,1
84224,5
84226,4
84228,5
84239,4
84247,5
84249,3
84253,5
84254,5
84262,5
84265,5
84273,5
84274,5
84275,5
84276,3
84277,5
84280,5
84281,5
84283,1
84284,4
84285,5
84286,5
84287,5
84288,5
84290,4
84292,5
84293,1
84295,3
84296,5
84298,5
84299,5
84300,4
84301,5
84303,5
84304,5
84305,1
84306,3
84307,4
84308,4
84309,5
84310,5
84311,5
84315,5
84317,5
84318,3
84323,5
84333,5
84336,5
84337,5
84338,5
84339,4
84340,4
84342,3
84343,5
84345,5
84348,5
84349,4
84351,5
84352,4
84353,4
84355,5
84356,4
84364,5
84366,4
84369,5
84371,5
84372,5
84373,5
84375,3
84378,5
84379,5
84381,3
84383,1
84385,3
84386,3
84387,5
84389,5
84390,1
84393,2
84395,5
84396,5
84397,5
84398,4
84399,4
84400,5
84401,5
84403,5
84407,5
84408,5
84410,4
84411,5
84412,5
84415,5
84419,5
84420,5
84421,4
84422,5
84423,5
84425,5
84426,5
84427,5
84428,5
84429,5
84431,5
84432,4
84433,5
84434,5
84435,5
84436,5
84437,5
84438,5
84439,4
84440,4
84441,5
84442,5
84444,5
84445,3
84446,4
84447,4
84448,4
84449,5
84450,4
84451,4
84452,5
84453,5
84454,5
84455,5
84457,4
84458,4
84459,5
84460,5
84461,5
84463,5
84464,4
84465,4
84466,5
84468,5
84470,5
84472,4
84475,5
84476,1
84477,5
84479,3
84482,5
84484,5
84486,5
84487,5
84488,2
84491,5
84493,5
84494,5
84495,2
84496,4
84498,5
84499,5
84500,4
84501,2
84502,4
84508,5
84511,5
84512,4
84513,5
84514,4
84515,5
84516,3
84518,1
84519,5
84521,3
84522,5
84523,4
84524,3
84525,5
84526,2
84527,5
84530,5
84531,5
84533,4
84534,5
84535,5
84536,5
84537,5
84539,5
84540,5
84542,5
84543,4
84544,1
84545,5
84546,1
84549,4
84550,3
84551,4
84552,2
84553,5
84554,5
84555,5
84556,1
84557,3
84562,1
84563,5
84564,5
84565,3
84566,3
84567,3
84568,5
84569,5
84570,3
84571,5
84572,3
84573,4
84575,5
84576,3
84577,5
84578,4
84579,5
84580,5
84581,4
84582,4
84583,5
84586,4
84587,5
84589,5
84590,5
84591,5
84593,5
84594,4
84595,5
84597,3
84599,5
84600,3
84601,5
84605,5
84606,3
84608,5
84609,4
84610,5
84611,5
84612,3
84613,2
84614,5
84616,1
84618,1
84619,4
84620,5
84621,5
84622,5
84623,5
84624,5
84626,5
84627,5
84628,4
84629,3
84630,4
84631,5
84634,5
84636,4
84638,5
84639,4
84640,5
84642,5
84645,5
84647,5
84651,5
84652,5
84653,5
84655,5
84659,3
84662,5
84665,5
84667,5
84668,4
84669,5
84671,5
84675,4
84676,5
84679,5
84680,3
84681,4
84682,5
84684,4
84687,5
84692,5
84694,3
84695,5
84697,5
84698,5
84699,5
84700,5
84703,5
84707,5
84708,4
84710,2
84712,3
84713,1
84714,4
84715,4
84716,4
84718,2
84722,5
84723,1
84724,3
84726,5
84728,5
84729,4
84730,5
84731,3
84733,5
84734,2
84735,4
84737,5
84741,5
84747,3
84748,5
84752,2
84754,3
84755,5
84757,5
84758,5
84759,5
84760,5
84762,4
84763,4
84767,5
84771,5
84773,4
84775,1
84776,3
84778,4
84779,5
84780,5
84781,5
84782,5
84783,5
84784,5
84785,4
84786,5
84787,2
84788,4
84789,4
84790,4
84799,3
84800,3
84801,2
84804,4
84810,3
84813,5
84814,5
84815,5
84816,4
84817,3
84818,5
84819,5
84821,4
84822,4
84829,1
84830,4
84835,4
84836,4
84838,5
84839,1
84840,5
84842,5
84843,4
84849,5
84853,4
84859,5
84861,5
84862,5
84863,4
84864,4
84866,3
84879,4
84880,1
84885,5
84891,5
84893,5
84895,2
84896,5
84897,5
84900,4
84901,5
84902,4
84903,5
84905,5
84906,5
84908,3
84909,5
84910,5
84911,3
84912,5
84913,5
84914,4
84915,5
84916,4
84917,5
84919,5
84924,5
84925,4
84926,4
84928,4
84929,4
84930,5
84931,5
84932,5
84933,3
84934,3
84937,5
84939,4
84941,5
84945,5
84951,5
84952,5
84968,5
84971,4
84974,5
84975,4
84976,5
84977,5
84978,5
84979,5
84980,5
84984,5
84990,5
84991,4
84994,5
85008,5
85012,4
85013,4
85018,5
85019,5
85021,5
85022,4
85025,5
85026,5
85027,5
85028,5
85030,5
85031,5
85032,5
85033,5
85034,1
85035,5
85036,5
85037,5
85038,5
85039,5
85041,5
85042,4
85044,4
85045,5
85046,4
85047,5
85048,5
85049,5
85050,1
85051,5
85052,5
85053,5
85054,5
85055,5
85056,5
85057,5
85058,5
85059,5
85060,5
85061,4
85064,2
85066,5
85070,1
85071,3
85074,5
85075,5
85077,5
85078,3
85081,5
85082,4
85083,2
85084,5
85087,1
85088,5
85091,5
85093,5
85094,5
85095,5
85096,5
85097,5
85099,4
85100,5
85101,5
85102,5
85104,4
85105,3
85106,5
85107,3
85108,5
85109,5
85111,2
85113,5
85124,5
85126,5
85127,5
